nominal_duration,plan_duration
47.60499858856201,117.01609635353088
46.30500030517578,129.22077870368958
89.13500022888184,112.4252462387085
88.54100036621094,120.03006410598755
89.7660026550293,107.62316727638245
91.09100341796875,115.62681341171265
90.45600128173828,125.22913217544556
94.44100189208984,103.03290057182312
89.90699768066406,110.62444162368774
88.927001953125,111.82601881027222
88.24200057983398,101.22281789779663
88.46799850463867,142.4281404018402
88.84599685668945,116.6205689907074
89.91899871826172,124.02915287017822
88.59299850463867,116.83514714241028
88.57400131225586,106.02046418190002
88.14900207519531,138.22742462158203
88.27399826049805,139.837877035141
92.23999786376953,100.63584470748901
95.32500076293945,119.03587484359741
93.30599975585938,115.42970895767212
96.26800155639648,106.43536186218262
92.58599853515625,107.82997560501099
91.26300048828125,104.83191347122192
91.83100128173828,98.24028396606445
93.96199798583984,117.0453794002533
92.21600341796875,120.0373067855835
92.37300109863281,107.83932113647461
92.30699920654297,113.03756904602051
93.21700286865234,109.03515100479126
90.79600143432617,105.23842334747314
92.73300170898438,106.84231233596802
87.04800033569336,108.83931136131287
93.73099899291992,116.04098081588745
92.41900253295898,106.42778515815735
92.70999908447266,115.63646531105042
90.53799724578857,108.44580817222595
92.45600128173828,115.2394368648529
91.87899780273438,98.84127521514893
91.9630012512207,112.6502947807312
92.19000244140625,113.64778447151184
92.49800109863281,126.44639301300049
92.8280029296875,104.84640121459961
92.36999893188477,113.44751167297363
92.51799774169922,108.64632773399353
92.30599975585938,115.85083079338074
92.37999725341797,115.44499945640564
93.62100219726562,126.055504322052
92.31100082397461,97.44208812713623
92.45099639892578,117.44778728485107
