nominal_duration,plan_duration
57.30200004577637,134.81918716430664
65.24200057983398,109.42500925064087
158.95660018920898,181.0186243057251
134.0948028564453,179.2298722267151
83.69490337371826,116.82312393188477
137.30859375,147.42197346687317
134.47230529785156,152.8259437084198
172.55780029296875,180.44718027114868
104.2114028930664,114.42903351783752
93.38400268554688,105.63336229324341
115.11409759521484,121.02207970619202
139.41380310058594,170.82755208015442
93.31929779052734,114.63029623031616
187.91769409179688,202.6303629875183
147.69749450683594,177.4236180782318
132.74799728393555,150.44349145889282
114.07499694824219,139.22845888137817
127.62820053100586,150.24283528327942
147.893798828125,191.23610019683838
108.51329803466797,120.025066614151
120.49430084228516,128.23357224464417
109.8927001953125,124.83279037475586
169.51269912719727,173.6330635547638
91.47049713134766,106.63978338241577
118.3915023803711,124.03334856033325
108.19979858398438,140.6383490562439
143.8596954345703,164.84222507476807
89.96659851074219,105.23603796958923
146.3271942138672,168.4344823360443
138.85000610351562,178.04774117469788
124.65860366821289,157.23388075828552
89.61909866333008,105.43059372901917
182.16220474243164,270.046493768692
118.68100357055664,125.24482607841492
180.42559432983398,188.24736285209656
123.05889892578125,141.63052773475647
133.58040237426758,153.64353847503662
129.22889709472656,142.04413557052612
133.56710052490234,130.84565424919128
188.21820068359375,208.04569268226624
182.0731086730957,209.04379224777222
94.01390075683594,102.24985027313232
88.10929870605469,102.6417806148529
182.99340438842773,207.84503889083862
91.7936019897461,108.64501786231995
134.51629638671875,145.2479751110077
148.1707000732422,152.03831577301025
182.05380249023438,203.6460998058319
185.3719940185547,197.25113463401794
88.39090347290039,104.24192523956299
